 TITLE = "Parameters_0"
 VARIABLES = "iens" "pri" "Time_to_death" "N" "I0" "R0" "D_incbation" "D_infectious" "D_recovery_mild" "D_recovery_severe" "D_hospital_lag" "CFR" "p_severe" "Rt" "InterventionTime"
 ZONE T="Parameters_0"  F=POINT, I=   99, J=1, K=1
    1    0     32.000002933094.00000      0.00010      3.88021      5.20000      2.90000     11.10000     28.60000      5.00000      0.00984      0.02118      0.95506     26.00000
    2    0     32.000002933094.00000      1.06622      2.59525      5.20000      2.90000     11.10000     28.60000      5.00000      0.01132      0.02104      0.92915     26.00000
    3    0     32.000002933094.00000      0.00010      2.33636      5.20000      2.90000     11.10000     28.60000      5.00000      0.00476      0.01872      0.94299     26.00000
    4    0     32.000002933094.00000      5.14427      2.29929      5.20000      2.90000     11.10000     28.60000      5.00000      0.01081      0.02266      0.95732     26.00000
    5    0     32.000002933094.00000      3.28011      2.55540      5.20000      2.90000     11.10000     28.60000      5.00000      0.01019      0.01686      0.94129     26.00000
    6    0     32.000002933094.00000      0.00010      2.24207      5.20000      2.90000     11.10000     28.60000      5.00000      0.01106      0.01648      0.95841     26.00000
    7    0     32.000002933094.00000      1.43767      3.48145      5.20000      2.90000     11.10000     28.60000      5.00000      0.00865      0.01903      0.99493     26.00000
    8    0     32.000002933094.00000      4.58552      2.74586      5.20000      2.90000     11.10000     28.60000      5.00000      0.01021      0.01960      0.90803     26.00000
    9    0     32.000002933094.00000      0.00010      2.77303      5.20000      2.90000     11.10000     28.60000      5.00000      0.00959      0.01927      0.95422     26.00000
   10    0     32.000002933094.00000      0.58090      2.51729      5.20000      2.90000     11.10000     28.60000      5.00000      0.01165      0.02089      0.97114     26.00000
   11    0     32.000002933094.00000      0.00010      3.15772      5.20000      2.90000     11.10000     28.60000      5.00000      0.01067      0.01969      0.92845     26.00000
   12    0     32.000002933094.00000      3.60455      2.94175      5.20000      2.90000     11.10000     28.60000      5.00000      0.01047      0.02010      0.93322     26.00000
   13    0     32.000002933094.00000      0.00010      3.50505      5.20000      2.90000     11.10000     28.60000      5.00000      0.00805      0.01879      0.95773     26.00000
   14    0     32.000002933094.00000      0.00010      2.47318      5.20000      2.90000     11.10000     28.60000      5.00000      0.01337      0.02038      0.94755     26.00000
   15    0     32.000002933094.00000      0.96784      2.01558      5.20000      2.90000     11.10000     28.60000      5.00000      0.01140      0.01857      0.97319     26.00000
   16    0     32.000002933094.00000      0.00010      2.55424      5.20000      2.90000     11.10000     28.60000      5.00000      0.00655      0.01667      0.93156     26.00000
   17    0     32.000002933094.00000      0.44750      2.29381      5.20000      2.90000     11.10000     28.60000      5.00000      0.01215      0.01568      0.97404     26.00000
   18    0     32.000002933094.00000      8.57376      2.78626      5.20000      2.90000     11.10000     28.60000      5.00000      0.00770      0.01169      0.95843     26.00000
   19    0     32.000002933094.00000      7.93976      2.59372      5.20000      2.90000     11.10000     28.60000      5.00000      0.00940      0.01895      0.96984     26.00000
   20    0     32.000002933094.00000      3.36142      2.69289      5.20000      2.90000     11.10000     28.60000      5.00000      0.01175      0.01728      0.92663     26.00000
   21    0     32.000002933094.00000      0.00010      3.19768      5.20000      2.90000     11.10000     28.60000      5.00000      0.01023      0.01933      0.94356     26.00000
   22    0     32.000002933094.00000      0.00010      1.82989      5.20000      2.90000     11.10000     28.60000      5.00000      0.01254      0.02248      0.94790     26.00000
   23    0     32.000002933094.00000     14.00666      2.75219      5.20000      2.90000     11.10000     28.60000      5.00000      0.00788      0.02227      0.96159     26.00000
   24    0     32.000002933094.00000     10.83768      3.60616      5.20000      2.90000     11.10000     28.60000      5.00000      0.01095      0.01786      0.95820     26.00000
